id,SalePrice
1461,121399.68297285137
1462,157985.65254428127
1463,183645.11283799168
1464,196936.98517350396
1465,199399.3258764851
1466,170027.76288458225
1467,178106.63270305988
1468,156675.12517573385
1469,191940.9667263362
1470,119203.75184226365
1471,194352.41076066447
1472,97368.77562581921
1473,94063.4864458178
1474,145137.7267505446
1475,109088.78663695752
1476,372736.39753582276
1477,241605.37412805395
1478,282387.6429116902
1479,280135.2648441919
1480,477104.71668945765
1481,309285.18939471844
1482,206752.399712044
1483,181507.39064112198
1484,159371.75748173933
1485,187067.90642122793
1486,196225.65881130987
1487,337214.39698191045
1488,227858.05412045997
1489,193009.77293165002
1490,246468.7016280087
1491,194740.83013769457
1492,95635.56532947699
1493,171234.99936471588
1494,295127.7581908947
1495,291612.5267099009
1496,240589.9830066181
1497,181400.2031480518
1498,168395.24676982773
1499,158395.5569852058
1500,156060.39597565273
1501,173963.15222114642
1502,145202.75527687668
1503,289131.31587933906
1504,243362.3587359173
1505,228475.7687915692
1506,194831.1552143564
1507,248902.16578627663
1508,200470.72099082847
1509,159143.16304344323
1510,146957.3576351814
1511,159948.18913980742
1512,182281.03689832156
1513,145919.56683448816
1514,151669.1362195223
1515,197050.23902201737
1516,155816.41891219126
1517,159349.06614963122
1518,135762.81673395718
1519,207340.02064894998
1520,127518.14054443591
1521,135955.66704445396
1522,186528.8652940379
1523,108455.92317148314
1524,130692.34106988015
1525,121217.66097850399
1526,112146.83284242115
1527,103908.885363472
1528,134228.13291406448
1529,150706.93081355438
1530,173233.31103930846
1531,111841.08936499034
1532,100090.52492678401
1533,149097.52104415372
1534,128069.73025071024
1535,140951.56228268737
1536,105761.91295095757
1537,54636.828184667494
1538,139121.3463672492
1539,198865.75953696106
1540,98018.11036391824
1541,147845.9906760086
1542,142675.4480833122
1543,181230.68282908166
1544,88835.647399765
1545,111328.09503095428
1546,138597.85062903422
1547,133520.961326178
1548,139283.17631115977
1549,121915.62197319347
1550,135490.15447922106
1551,112135.17862337288
1552,139656.7983989484
1553,150619.16139531555
1554,112830.4934045914
1555,165460.1211062141
1556,86994.41031012386
1557,115610.48663982084
1558,108455.3931319088
1559,57512.55318524702
1560,139885.64105991033
1561,126518.65482188707
1562,125028.54692650959
1563,119354.27288229817
1564,161953.68033790422
1565,151112.33915163245
1566,233346.53887078413
1567,79850.86807076371
1568,248777.53411443206
1569,125196.56460253107
1570,133566.8747638123
1571,115647.2249947239
1572,145113.35822214565
1573,229526.18585143908
1574,119641.5307036077
1575,226998.89618044658
1576,253997.65984944886
1577,176159.02673688286
1578,157208.8445539362
1579,143961.66952952906
1580,192569.4992926531
1581,155058.1458203951
1582,119467.74986308385
1583,285057.41142606904
1584,220648.54971686416
1585,138481.05946485157
1586,60799.50939509153
1587,106279.14534731142
1588,149733.9466104911
1589,101964.30417130013
1590,131144.79496164562
1591,92753.30513342477
1592,122051.37540404173
1593,127467.69860759503
1594,134055.18004168832
1595,106548.8567707753
1596,221778.88560861594
1597,197280.78274047983
1598,220523.9239223535
1599,163038.79490828363
1600,160446.85028041224
1601,62876.50997436083
1602,118546.90033104262
1603,77457.38237526466
1604,248266.71121949182
1605,237155.4006889423
1606,167553.71696489214
1607,180682.8687364698
1608,214812.66074393585
1609,178020.1116523608
1610,142206.78349130755
1611,138564.24893165223
1612,172580.14294705272
1613,163388.2297329683
1614,125202.24362136456
1615,94515.66081242627
1616,78903.66088164318
1617,91824.24963723563
1618,123594.89279998787
1619,134584.55316141617
1620,140904.1658922461
1621,137319.80258303194
1622,136878.5447310174
1623,250231.50978244655
1624,222651.4268086563
1625,123730.30287641643
1626,171133.28620761822
1627,196933.3820686562
1628,272115.97735474724
1629,172113.83736975907
1630,352619.18029055215
1631,227551.9028175565
1632,245971.91792769855
1633,168086.472458702
1634,183454.81978858283
1635,173863.8403722802
1636,151735.99361249647
1637,211894.63518033954
1638,177510.39955703306
1639,192089.38037985348
1640,253076.12084726122
1641,179635.4670759268
1642,238369.2717929594
1643,214170.02255472165
1644,231355.28933019345
1645,198459.59569311832
1646,159226.43291692028
1647,160685.82496803813
1648,129381.73134727357
1649,142743.22141150784
1650,109853.4369040438
1651,118246.61968076046
1652,97337.18984763842
1653,99257.53706879885
1654,142472.84537534838
1655,134897.3164117138
1656,139248.34602585784
1657,143958.52649358966
1658,145570.63784200314
1659,112581.433955014
1660,151178.00254858576
1661,433500.5148239204
1662,381929.7894942927
1663,384899.07848106837
1664,487909.67422163987
1665,314815.7153190207
1666,314563.8406539975
1667,391028.4523823682
1668,358939.78391609556
1669,302714.6535458368
1670,351609.60692365404
1671,262673.2333995126
1672,402411.71337730443
1673,283242.2643955673
1674,233314.49433383282
1675,201703.4887123205
1676,200445.17178764418
1677,218240.88102919975
1678,445088.5579906188
1679,374937.8638229674
1680,340573.620736789
1681,252051.45916397826
1682,298461.129518627
1683,186412.02461955158
1684,169050.13857569147
1685,173257.33700496246
1686,167774.76945922317
1687,165421.4402677233
1688,191701.59381971415
1689,192501.81842334854
1690,194412.70867340357
1691,185061.0128600303
1692,263854.88296405267
1693,162133.40006513058
1694,179807.97692725278
1695,156591.29822728672
1696,272936.2668687103
1697,160607.86703118842
1698,339382.389512832
1699,303703.95935930795
1700,258827.6836504944
1701,276264.8805439994
1702,234022.5526621518
1703,232194.71536046005
1704,268955.647513454
1705,242558.3584631023
1706,421139.9959316412
1707,217371.22882648677
1708,200264.76399694185
1709,260085.2276151497
1710,218717.8583399321
1711,275772.1632069787
1712,252866.0306241557
1713,275848.440217857
1714,223213.22877226872
1715,208603.69546748445
1716,179289.7713025437
1717,170625.23261134044
1718,136058.08757522883
1719,201154.18801565602
1720,225490.63594388694
1721,162745.70296746847
1722,124998.05896318737
1723,152695.376854444
1724,201317.24679858665
1725,238577.31248390698
1726,185717.71472163187
1727,157494.15536928776
1728,176633.45700131668
1729,165952.28029335602
1730,156261.00037435524
1731,122325.50072118806
1732,125619.00321318906
1733,116490.48757397248
1734,126618.36149713348
1735,126621.95979718641
1736,107180.5043367068
1737,276525.14368377824
1738,255453.09042138432
1739,254744.6307082831
1740,222103.1127344314
1741,193890.92733716354
1742,173298.54745143634
1743,178174.94151136404
1744,319255.8819474895
1745,222790.70577597912
1746,179742.30861237634
1747,210817.66070652293
1748,217599.55411550755
1749,143550.709375641
1750,125566.81563317277
1751,260088.3202361379
1752,116301.11764468331
1753,155257.51008026637
1754,189798.0219594065
1755,172523.9716483869
1756,126057.95204539214
1757,119834.34150303705
1758,140568.46636231182
1759,165135.99202416104
1760,165572.02570705884
1761,153575.84446834022
1762,179374.36259313312
1763,192098.6989055726
1764,113434.16572355179
1765,173837.46701260266
1766,199488.33559701042
1767,230183.17238031988
1768,143232.96314525406
1769,175774.4132794548
1770,152205.2257344108
1771,122716.8464598371
1772,139918.73512935376
1773,121387.33604742846
1774,150709.1211694872
1775,143539.12801038075
1776,127605.30227507016
1777,116272.57618533351
1778,137899.27056127336
1779,123908.07414040626
1780,177648.2574876032
1781,133177.1186413884
1782,82173.34575166022
1783,137867.67415748132
1784,104300.31966304821
1785,127778.17142584748
1786,129465.6354787393
1787,167114.09490473729
1788,58934.30293830833
1789,97290.44346140102
1790,79493.7153492231
1791,180729.72006225152
1792,169997.6388363881
1793,130079.29555650621
1794,147090.01396597162
1795,139463.83273856845
1796,119887.58644957944
1797,112938.6696522171
1798,121410.0776205422
1799,111162.35292555818
1800,129913.73858182791
1801,120732.47820207392
1802,128300.52226464513
1803,148047.30559561923
1804,143545.52965893605
1805,135013.8098065892
1806,122952.57459307268
1807,137024.94289878744
1808,123664.5596594671
1809,122172.47889752685
1810,131276.4187350461
1811,98424.3997508228
1812,102614.07673146014
1813,118092.08590156231
1814,98868.92410686423
1815,48907.053191737665
1816,106574.7224599697
1817,113970.73760903496
1818,158402.1267229164
1819,121829.30737234595
1820,52461.72336409198
1821,121688.13259410017
1822,152718.5223518501
1823,43785.67261834512
1824,136028.70526628417
1825,132234.90629151344
1826,104703.29839237883
1827,100691.69578802896
1828,133097.84454179803
1829,129374.69745070014
1830,150316.27789868368
1831,140336.96329821434
1832,69128.42969999631
1833,146371.70908884125
1834,114173.02836830543
1835,117384.17118534898
1836,130507.68626616258
1837,93581.23132999091
1838,131500.4478156773
1839,101643.28876746068
1840,133157.89758209328
1841,128462.42421764715
1842,89496.20193474527
1843,129581.33660465719
1844,132356.7393988529
1845,137287.36095216317
1846,160812.88066439744
1847,167066.91770067075
1848,47708.5694565195
1849,121919.80947298728
1850,118825.13623812697
1851,162030.41134543135
1852,125980.10989091621
1853,121273.86136974725
1854,169136.44383003676
1855,151600.4187623419
1856,226380.36237115576
1857,177763.63684615048
1858,140875.6080749663
1859,117357.39198762809
1860,145435.87838489024
1861,116437.69337178348
1862,306140.0673952257
1863,283768.4749890006
1864,283868.30244959914
1865,353592.6901429847
1866,329492.56927025295
1867,217462.27352220664
1868,289666.5330185159
1869,199938.24215832737
1870,218940.0804279185
1871,246256.2196524518
1872,173696.5239689072
1873,247503.4723485027
1874,150368.85421909444
1875,198303.60721385767
1876,199886.12409838598
1877,214195.1601911542
1878,205172.20970019643
1879,125072.67445289079
1880,126483.87238592323
1881,247013.39418577732
1882,244186.64107020304
1883,185416.35544724442
1884,206677.05964456536
